"ID","time","name","weights alpha","weights beta","model A","model B","model C","alpha","beta","mode","use MBW","plus lora","custum name","save setting","use ID"
216,2023.06.07 10.59.58,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
217,2023.06.07 11.00.49,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
218,2023.06.07 11.01.12,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
219,2023.06.07 11.01.27,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
220,2023.06.07 11.01.41,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
221,2023.06.07 11.02.05,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
222,2023.06.07 11.02.53,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
223,2023.06.07 11.03.19,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00:,IN01:,IN02:,:",normal,
224,2023.06.07 11.03.31,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00:,IN01:,IN02:,-1:",normal,
225,2023.06.07 11.05.39,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],-1,normal,
226,2023.06.07 11.12.50,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:",normal,
227,2023.06.07 11.13.56,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,:OUT05::1",normal,
228,2023.06.07 11.14.08,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,:OUT05:layers:1",normal,
229,2023.06.07 11.14.20,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,:OUT05:attn1:1",normal,
230,2023.06.07 11.14.31,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,:OUT05:attn2:1",normal,
231,2023.06.07 11.14.43,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,:OUT05:ff.net:1",normal,
232,2023.06.07 11.14.54,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN00::OUT05::1",normal,
233,2023.06.07 11.15.06,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN00::OUT05:layers:1",normal,
234,2023.06.07 11.15.18,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN00::OUT05:attn1:1",normal,
235,2023.06.07 11.15.29,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN00::OUT05:attn2:1",normal,
236,2023.06.07 11.15.41,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN00::OUT05:ff.net:1",normal,
237,2023.06.07 11.24.02,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,:OUT05::1",normal,
238,2023.06.07 11.24.15,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,:OUT05:layers:1",normal,
239,2023.06.07 11.24.27,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,:OUT05:attn1:1",normal,
240,2023.06.07 11.24.40,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,:OUT05:attn2:1",normal,
241,2023.06.07 11.24.52,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,:OUT05:ff.net:1",normal,
242,2023.06.07 11.25.04,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN00::OUT05::1",normal,
243,2023.06.07 11.25.17,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN00::OUT05:layers:1",normal,
244,2023.06.07 11.25.29,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN00::OUT05:attn1:1",normal,
245,2023.06.07 11.25.42,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN00::OUT05:attn2:1",normal,
246,2023.06.07 11.25.55,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN00::OUT05:ff.net:1",normal,
247,2023.06.07 11.28.01,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,:OUT05::1",normal,
248,2023.06.07 11.28.13,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,:OUT05:layers:1",normal,
249,2023.06.07 11.28.26,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,:OUT05:attn1:1",normal,
250,2023.06.07 11.28.38,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,:OUT05:attn2:1",normal,
251,2023.06.07 11.28.51,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,:OUT05:ff.net:1",normal,
252,2023.06.07 11.29.03,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN00::OUT05::1",normal,
253,2023.06.07 11.29.16,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN00::OUT05:layers:1",normal,
254,2023.06.07 11.29.28,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN00::OUT05:attn1:1",normal,
255,2023.06.07 11.29.41,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN00::OUT05:attn2:1",normal,
256,2023.06.07 11.29.54,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN00::OUT05:ff.net:1",normal,
257,2023.06.07 11.30.14,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],"IN00:,:",normal,
258,2023.06.07 11.30.38,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:",normal,
259,2023.06.07 11.30.50,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:",normal,
260,2023.06.07 11.31.03,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:",normal,
261,2023.06.07 11.31.15,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN02:",normal,
262,2023.06.07 11.31.52,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:0.5",normal,
263,2023.06.07 11.32.04,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:0.5",normal,
264,2023.06.07 11.32.17,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:0.5",normal,
265,2023.06.07 11.32.30,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN02:0.5",normal,
266,2023.06.07 11.33.40,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:1",normal,
267,2023.06.07 11.33.53,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:1",normal,
268,2023.06.07 11.34.59,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:0",normal,
269,2023.06.07 11.35.11,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:0",normal,
270,2023.06.07 11.36.09,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:0.5",normal,
271,2023.06.07 11.36.21,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:0.5",normal,
272,2023.06.07 11.39.40,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:1",normal,
273,2023.06.07 11.39.52,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:1",normal,
274,2023.06.07 11.40.04,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:1",normal,
275,2023.06.07 11.40.17,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN02:1",normal,
276,2023.06.07 11.40.30,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN03:1",normal,
